code,name
P33 S010017,Climate Change Adaptation
P33 S010108,Admin Climate Change Adaptation
P33 S020006,Air Quality
P33 S020007,Biodiversity
P33 S020008,Sustainable Water Use
P33 S020009,Marine
P33 S020010,Sustainable Land and Soils
P33 S020011,Natural Environment Enjoyment
P33 S020012,Local Environment Quality
P33 S020013,Sustainable Living Landscapes
P33 S020101,Admin A Healthy Natural Environment
P33 S020201,"CEFAS - Centre for Env., Fisheries & Aquaculture Science"
P33 S020203,MFA - Marine and Fisheries Agency
P33 S020300,NE - Natural England (NDPB)
P33 S020302,NFC - National Forest Company (NDPB)
P33 S020303,"RBGKew - Royal Botanical Gardens, Kew (NDPB)"
P33 S020305,JNCC - Joint Nature Conservation Committee (NDPB)
P33 S020306,CCWater - Consumer Council for Water (NDPB)
P33 S020308,EA - Fisheries (NDPB)
P33 S020309,EA - Environmental Protection (NDPB)
P33 S020311,EA - Water Resources (NDPB)
P33 S020501,SFIA - Sea Fish Industry Authority (LFB)
P33 S020600,BWB - British Waterways Board (PC)
P33 S020900,FC - Direct Payments under CAP Eng
P33 S020901,"FC - Policy, Regulation and Administration GB"
P33 S020902,"FC - Forest Enterprise, Management of the Public Estate Eng"
P33 S020903,FC - Payment of Private Woodland Grants Eng
P33 S020905,FC - Research and Development GB
P33 S020907,"FC - Policy, Regulation & Admin Eng"
P33 S030014,Better Products
P33 S030015,Waste Reduction
P33 S030102,Admin Sustainable Consumption and Production
P33 S030921, Natural England
P33 S030922, Commission for Rural Communities
P33 S030923,Joint Nature Conservation Committee
P33 S033609,EA:080 RPA -EC Subsidy school milk
P33 S040016,Flood Management
P33 S040018,Environmental Risk Protection
P33 S040019,Animal Diseases
P33 S040103,Admin Addressing Env. Risk and Emergencies
P33 S040205,AH - Animal Health
P33 S040206,VLA - Veterinary Laboratories Agency
P33 S040310,EA - Flood Management (NDPB)
P33 S050020,Environmental Impact of Farming
P33 S050021,Competitive Farming
P33 S050022,CAP Reform
P33 S050023,Animal Welfare
P33 S050104,Admin A Thriving Farming and Food Sector
P33 S050204,PSD - Pesticides Safety Directorate
P33 S050207,VMD - Veterinary Medicines Directorate
P33 S050304,FFB - Food From Britain (NDPB)
P33 S050307,GLA - Gangmasters Licensing Authority (NDPB)
P33 S050400,RPA - OTMS/OCDS
P33 S050401,RPA - Direct Payments Under CAP
P33 S050404,RPA - Front Line Administration Costs
P33 S050406,UK Co-ordinating Body
P33 S050500,AHDB - Agriculture & Horticulture Dev. Board (LFB)
P33 S050601,CGMA - Covent Garden Market Authority (PC)
P33 S060025,Championing Sustainable Development
P33 S060026,Sustainable Development Dialogues
P33 S060105,Admin Championing Sustainable Development
P33 S060312,SDC - Sustainable Development Commission (NDPB)
P33 S070027,Rural Economy
P33 S070028,Rural Needs
P33 S070106,Admin Strong Rural Communities
P33 S070301,CRC - Commission for Rural Communities (NDPB)
P33 S080029,Effective Delivery (Skills)
P33 S080031,Effective Delivery (Policy)
P33 S080032,Communications
P33 S080033,Emergency Response
P33 S080107,Admin A Respected Department
P33 S080160,Department Unallocated Provision
P33 S080200,CSL - Central Science Laboratory
P33 S080202,GDS - Government Decontamination Service
P33 S080208,FERA - Food and Environment Research Agency
P33 S090006,"Forestry Commission, Research and Development"
P33 S090010,Reduce Impact of Food Production
P33 S090109,Admin Reduce Impact of Food Production
P33 S900000,Not to be used
P35 S040602,Consumer Protection
P35 S040640,OFWAT DIRECTOR GENERALS PENSIONS
P36 S040109,BROADCASTING and MEDIA
P36 S040110,Tourism
P36 S040111,P36Creative Economy
P36 S050101,MUSEUMS AND GALLERIES
P36 S050102,Museums Libraries and archives council
P36 S050201,Arts
P36 S050301,ACCEPTANCES IN LIEU
P36 S050401,LIBRARIES
P36 S050501,DCMS ADMINSTRATION
P36 S050502,Land Sale Receipts
P36 S050503,National Lottery Commission
P36 S050504,DCMS RESERVE
P36 S050505,National Lottery Distribution Fund Expenditure
P36 S050506,Space for sports and arts
P36 S050507,Culture on line
P36 S050508,Olympics
P36 S050601,ERDF FUNDED EXPENDITURE
P36 S050801,Gambling & licensing (alcohol) & Horseracing
P36 S050802,TOTE - Horserace Totalisator Board
P36 S050803,Gambling Commission
P36 S080301,Occupied Royal Palaces and other historic buildings
P36 S080302,Historic Royal Palaces Agency
P36 S080303,Royal parks
P36 S080304,Listed places of worship
P36 S080401,Architecture & the Historic Environment
P36 S080408,Research surveys and other services
P36 S080410,Regional Cultural Consortia
P36 S080411,VAT relief on memorials that are not buildings
P36 S090802,Broadcasting Standards Council
P36 S100409,SPORT AND RECREATION
P36 S130809,WELSH FOURTH CHANNEL AUTHORITY
P36 S130810,CHANNEL FOUR TELEVISION
P36 S130811,OFCOM
P36 S180300,Broadcast licence revenue
P37 S120101,Retirement pensions - basic element
P37 S120102,Retirement pensions - earnings-related element
P37 S120103,Christmas bonus
P37 S120201,Bereavement benefits
P37 S120202,Bereavement benefits - earnings related
P37 S120203,State Pension Rights
P37 S120301,Unemployment benefit
P37 S120302,Sickness benefit
P37 S120303,Invalidity benefit - basic element
P37 S120306,Statutory Sick Pay (Great Britain)
P37 S120307,INCAPACITY BENEFIT SHORT TERM
P37 S120308,INCAPACITY BENEFIT LONG TERM
P37 S120309,INCAPACITY BENEFIT AP
P37 S120312,Incapacity benefit short term higher rate
P37 S120401,Industrial disablement benefit
P37 S120402,Industrial death benefit
P37 S120403,Other industrial injury benefits
P37 S120501,Maternity allowance
P37 S120503,Statutory Maternity Pay (Great Britain)
P37 S120601,Non-contributory retirement pension
P37 S120602,RP Christmas Bonus
P37 S120603,RP Xmas Bonus Over 70's
P37 S120605,Age Related Payments (Over 70's)
P37 S120606,Age Related Payments (Over 65's)
P37 S120801,Attendance allowance
P37 S120802,Invalid care allowance
P37 S120803,Non-cont invalidity pensions/severe disablement allowance
P37 S120808,DISABILITY LIVING ALLOWANCE
P37 S120812,Independent Living Fund
P37 S120904,Social Fund - Maternity Expenses
P37 S120908,Social Fund - Community care
P37 S120909,Pension Credit (guarantee credit and savings credit)
P37 S120910,Severe weather payments
P37 S120912,NON-PENSIONER INCOME SUPPORT
P37 S120914,JOBSEEKERS ALLOWANCE CONTRIBUTORY
P37 S120915,JOBSEEKERS ALLOWANCE INCOME BASED
P37 S120916,WINTER FUEL PAYMENTS
P37 S120917,Department of Social Security: Job Grant
P37 S121005,Family credit
P37 S121006,VACCINE DAMAGE PAYMENT SCHEME
P37 S121102,Rent allowances
P37 S121104,Rent rebates: discretionary
P37 S121105,Rent allowances: discretionary
P37 S121108,Rent rebates (Scotland)
P37 S121109,Rent rebates (Wales)
P37 S121110,Administration of housing benefit (Scotland)
P37 S121111,Administration of housing benefit (Wales)
P37 S121121,LOCAL AUTHORITY ADMINISTRATION OF COMMUNITY CHARGE BENEFIT (SCOTL...
P37 S121122,LOCAL AUTHORITY ADMINISTRATION OF COMMUNITY CHARGE BENEFIT (WALES)
P37 S121124,MOTABILITY
P37 S121125,Motability (Specialised Vehicles Fund) Grant in Aid
P37 S121144,"Rent Allowance Discretionary, Exceptional hardship"
P37 S121147,Admin costs of TV licences for over 75
P37 S121201,Corporate Services Administration
P37 S121202,Corporate Admin Release/Movement in provision
P37 S121203,Payments out from NEP Ltd
P37 S121205,BENEFITS AGENCY ADMINISTRATION : WORKING AGE
P37 S121208,CHILD SUPPORT AGENCY
P37 S121211,ADMIN COSTS OF MEASURES TO HELP UNEMPL PEOPLE MOVE FROM WELFARE T...
P37 S121214,New Deal Allowances
P37 S121217,Departmental unallocated provision
P37 S121218,Employment development and Skills Fund
P37 S121219,Television Licences
P37 S121221,The Appeals Service (tAS)
P37 S121222,Occupational Pensions Regulatory Authority
P37 S121223,Better Government
P37 S121224,Centre for Policy on Ageing
P37 S121225,Welfare Moderniation Fund
P37 S121227,Housing Benefit Reform Fund
P37 S121228,Working Age Client Group
P37 S121229,Pensioner Client Group
P37 S121234,Working Age client private sector Reciept
P37 S121235,Modernisation Administration
P37 S121236,"Job Centre Plus, Social Provision"
P37 S121237,Modernisation - Corporate
P37 S121238,International Services
P37 S121239,Pension Service Industrial Injury Benefit provision
P37 S121240,Disability and Carers Benefits Directorate
P37 S121242,Pensions Agency
P37 S121243,Job Centre Plus Agency
P37 S121246,PS Third Age Partnership Fund
P37 S121247,EU Twinning
P37 S121250,Employment Development Fund
P37 S121252,Health and Safety Executive
P37 S121253,Health and Safety Laboratory
P37 S121254,HSSD (HSE sponsorship Branch)
P37 S121256,European Union Receipts
P37 S121257,Mortgage Lenders Receipts
P37 S121258,Job Centre Plus ESF co-financing
P37 S121262,Efficiency Challenge Fund (ECF)
P37 S121264,Mortgage Lender Receipts
P37 S121265,PS Mortgage Lender Receipts
P37 S121267,Financial Assistance Fund
P37 S121270,POCA
P37 S121273,Pensions Protection Fund
P37 S121274,Pensions Regulator
P37 S121278,PS Publicity Campaign
P37 S121280,Pensions Advisory Service
P37 S121281,Pensions Ombudsmen
P37 S121282,Modernisation data moved from RFR 5
P37 S121283,Work Welfare and Equalities Group
P37 S121284,National Insurance Fund Payments/Receipts - JCP
P37 S121285,National Insurance Fund Payments/Receipts - PS
P37 S121286,National Insurance Fund payments/Receipts - Modern
P37 S121287,National Insurance Fund Payments/Receipts - Corp A
P37 S121291,National Insurance Fund Payments/Receipts - Admin
P37 S121292,Efficiency Challenge fund Lump Sum
P37 S121293,Efficiency Challenge fund Provision
P37 S121295,DCS - ECF Lump Sum
P37 S121302,Rent Rebate (HRA) Surplus Wales
P37 S121601,Pensions Compensation Board
P37 S121801,ES Programmes
P37 S121802,Publicity and Research
P37 S121818,Initiatives for Disadvantaged Groups
P37 S121819,Employment Zones
P37 S121824,Work Train
P37 S121829,REMPLOY
P37 S121830,Pneumoconiosis
P37 S121832,Analogous Industrial Injuries
P37 S121901,Europe and International Issues
P37 S121902,ESF Payments
P37 S121903,ERDF Payments
P37 S121905,ESF Payments in Advance of Receipts
P37 S121906,DWP ERDF CG Capital
P37 S280201,Child element of Pensioner IS
P37 S280202,Child element of Working Age IS
P37 S280203,Child settlement JSA
P37 S500035,Commission for Equality and Human Rights
P37 S500039,CMEC
P37 S500040,Direct Gov GCA
P37 S500041,ESA Contributory
P37 S500042,Personal Account Delivery Authority
P37 S500043,In Work Credit
P37 S500044,Return to Work Credit
P38 S152000,SECRETARY OF STATE FOR SCOTLAND - ADMIN
P38 S152001,Scotland Office: CFERs
P38 S152025,Parliamentary Boundary Commission for Scotland
P38 S152026,Office of the Advocate General
P38 S152027,Commission on Electoral Arrangements in Scotland - DO NOT USE
P38 S152028,Non Voted Election Expenses
P39 S161152,Wales Office
P40 CJI,Criminal Justice Inspectorate
P40 NIHRC,Northern Ireland Human Rights Commission
P40 NIPB,Northern Ireland Policing Board
P40 S170702,The penal system
P40 S170703,Police
P40 S170708,SECURITY
P40 S170709,FORENSIC SCIENCE (NI)
P40 S170710,CRIMINAL JUSTICE
P40 S170711,COMPENSATION AGENCY
P40 S170716,POLICE PENSIONS
P40 S170717,The Saville Inquiry
P40 S170718,DEPARTMENT UNALLOCATED PROVISION
P40 S170723,Department of the Director of Public Prosecutions
P40 S170724,Ministerial Directorate
P40 S170725,Political Directorate
P40 S170726,Central Administration (RFRs 1)
P40 S170730,Policing severance (patten)
P40 S170731,Policing non-severance (patten)
P40 S170732,Youth Justice Agency
P40 S170733,Police Ombudsman for Northern Ireland (PONI)
P40 S170734,Probation Board Northern Ireland (PBNI)
P41 S130101,Functioning of parliament & Privy Council
P41 S130202,Economic and Financial administration
P41 S130205,U.K. coinage
P41 S130208,Royal Household Pensions Scheme
P41 S130209,Bank of England debt management
P41 S130210,Bank of England exchange equalisation account
P41 S130214,Debt Management Agency
P41 S130239,Efficiency Challenge Fund
P41 S130331,Cabinet Office: reorganisation
P41 S130605,Other services
P41 S130610,Office of Government Commerce
P41 S130613,The Buying Agency
P41 S130615,Stats Commission
P41 S130620,Financial Stability
P41 S220413,Privitisation of Paymaster
P43 S130201,Tax and rate collection
P43 S130202,Economic and Financial administration
P43 S130204,Retained PES - WTFC
P43 S130211,Inland Revenue: Valuation Office
P43 S130221,NIF: admin payable to other government departments
P43 S130240,Improving Customer Experience
P43 S130244,To strengthen frontier protection
P43 S130245,Shipbuilders Relief
P43 S140600,Rates on government property
P43 S280103,Charities transitional relief
P43 S280104,Stakeholder Pensions
P43 S280105,New Tax Credits - Spending component
P43 S280107,PE MIRAS
P43 S280108,PE LAPRAS
P43 S280114,Contaminated land - payable
P43 S280115,Small cos R&D - payable
P43 S280117,Child Benefit
P43 S280118,Lone Parents Addition
P43 S280119,Guardians Allowance
P43 S280120,Child Trust Fund
P43 S280121,Health in Pregnancy Grant
P44 S130202,Economic and Financial administration
P45 S130500,Statistics Board Programme
P45 S130501,Other programme costs
P45 S130503,INVEST TO SAVE
P45 S130504,PAT 18
P45 S130505,Capital Modernisation Fund
P45 S130506,P45Census 2001
P45 S130507,SB19 Operating Income
P45 S271048,"(EC) - (V12,SA)"
P46 S140702,Government Actuary
P47 S180900,Crown Estate Office (CEO)
P48 130447,"Committee on Standards in Public Life, ANDPB"
P48 130448,Independent Offices Split - Civil Service Commissioners
P48 130449,Independent Offices Split - Commissioner for Public Appointments
P48 130450,Independent Office-Advisory Committee on Business Appts-ANDPB
P48 S130101,Functioning of parliament & Privy Council
P48 S130331,Cabinet Office: reorganisation
P48 S130335,Emergency Planning Directorate
P48 S130337,E-Government
P48 S130338,Honours and Dignities
P48 S130339,Efficiency Challange Fund
P48 S130340,Social Exclusion Task Force
P48 S130441,Office of the Third Sector
P48 S130445,Members of the European Parliament (MEP)
P48 S130451,Independent Offices Split - House of Lords Appointments Commission
P48 S140500,Civil superannuation
P48 S140502,Civil Superannuation central funding of early departures
P48 S140503,SIA Pensions
P51 S140401,Central Office of Information (COI)
P52 S130101,Functioning of parliament & Privy Council
P53 S130603,"18,1CAB OTHER SERVICES SECTION A:CABINET OFFICE"
P54 S130101,Functioning of parliament & Privy Council
P54 S130104,Works services
P55 S130101,Functioning of parliament & Privy Council
P56 S130101,Functioning of parliament & Privy Council
P57 S130101,Functioning of parliament & Privy Council
P58 S130701,Electoral Commission
P60 S090171,Revenue & Customs Prosecution Office
P61 S080601,Central Administration
P62 S130304,National School of Government
P63 S040205,Civil aircraft research and demonstration
P63 S040209,Space technology programmes
P63 S040218,Biotechnology and biological sciences research council
P63 S040219,Economic and social research council
P63 S040220,Engineering and physical sciences research council
P63 S040221,Medical research council
P63 S040222,Natural environment research council
P63 S040223,Particle physics and astronomy research council
P63 S040224,Council for the central laboratory of the research councils
P63 S040225,Swindon Research Council's pensions scheme
P63 S040228,OST initiatives
P63 S040234,Medical Research Council (EU DEL Cover)
P63 S040235,Natural Environmental Research Council (EU DEL Cover)
P63 S040237,Council for the Central Laboratory of the Research Councils (EU D...
P63 S040242,DEPARTMENTAL UNALLOCATED PROVISION- SCIENCE
P63 S040248,Administration Costs and Other Services related to the Science an...
P63 S040250,Administraion Costs and other services related to Trans Departmen...
P63 S040253,EURATOM (European Nuclear Fusion)
P63 S040267,Technology Strategy
P63 S040272,Delivering sustainability - Science DUP
P63 S040275,Diamonds/Large Facilities/Research Councils Institutes DUP
P63 S040285,Science and Technology Facilities Council
P63 S040605,Patent office executive agency
P63 S040610,Research Establishments Major Capital
P63 S040615,National Weights and Measures Laboratory
P63 S040801,"Non-attributable administration costs, central programme and cap..."
P63 S100125,DEPARTMENTAL UNALLOCATED PROVISION
P64 S080601,Central administration
P64 S500033,Commission for Racial Equality
P64 S500034,Equal Opportunities Commission
P64 S500035,Commission for Equality and Human Rights
P64 S500037,Disability Rights Commission
P64 S500038,Employment Relations UK
P65 S100001,United Kingdom Supreme Court
P66 S010001,International Mitigation: Climate Change
P66 S010002,Tackling Fuel Poverty
P66 S010003,Reducing Greenhouse Gas Emissions
P66 S010004,P66 010004 Committee on Climate Change
P66 S010005,International Climate Change: Adaptation
P66 S010100,Tackling Climate Change (Admin)
P66 S020009,Marine
P66 S020010,Sustainable Land and Soils
P66 S020013,Sustainable Living Landscapes
P66 S040018,Environmental Risks Protection
P66 S040019,Animal Diseases
P66 S040103,Admin: Environmental Risk and Emergencies
P66 S040216,Oil and gas Support
P66 S040239,Nuclear Non-Proliferation
P66 S040246,Sustainability and Renewable Energy
P66 S040254,Nuclear Safety and Security
P66 S040255,Management of Nuclear Liabilities
P66 S040262,Global threat Reduction
P66 S040279,British Energy Liabilities
P66 S040280,Nuclear Decommissioning Authority
P66 S040282,Civil Nuclear Police Authority
P66 S040408,Coal authority
P66 S040411,Coal Health Compensation Liabilities
P66 S040412,Concessionary fuel coal liabilities
P66 S040413,Coal Operating Subsidy
P66 S040415,Coal Investment Aid
P66 S040801,"Non-attributable administration, central programme and capital"
P66 S040803,External legal costs
P66 S040814,DECC Unallocated Provision
P66 S040900,Sustainability and Renewable Energy ring fences
P66 S041319,Support for British Energy (non-liabilities)
P66 S070027,Rural Economy
P66 S080032,Communication
P66 S080107,unattributable admin ex-DEFRA
P66 S220132,Coal industry privatisation liabilities
P69 S690001,P69 S90001 Independent Parliamentary Standards Authority
PCX S190105,Central Government Gross Debt Interest
PCX S190203,LA gross debt interest - payments to the private sector and overseas
PCX S230100,General Allowance for Shortfall
PCX S270101,HMT(EC)-GROSS CONTRIBUTION
PCX S271501,HMT(EC)-VAT ABATEMENTS
PCX S271601,Attributed Aid (DFID)
PCX S271602,Common Foreign & Security Policy (FCO)
PCX S271700,PCX271700 VAT PAYMENTS
PCX S271701,PCX271701 EU DEL receipts (non-CAP)
PCX S271702,PCX271702 EU DEL receipt (CAP)
PCX S271703,PCX271703 TOR PAYMENTS
PCX S271704,PCX271704 RECEIPTS TO COVER COLLECTION COSTS
PCX S300201,INVEST TO SAVE BUDGET
PCX S300301,DEL RESERVES
PCX S300401,Modernisation Funding
PCX S400101,AME MARGIN
PCX S410103,PCX S410102 national accounts aggregates (PC)
PCX S412701,nat acc adjs for EC contributions
PCY S130102,Pay and Pensions for Euro MPs
PCY S130103,Civil List
PIX S170103,- Alias to be determined
PIX S170202,- Alias to be determined
PIX S170401,- Alias to be determined
PIX S170601,- Alias to be determined
PIX S170812,- Alias to be determined
PIX S175011,Sickness
PIX S175012,Disability
PIX S175013,Personal social serv 1
PIX S175020,Old Age
PIX S175030,Survivors
PIX S175040,Family and Children
PIX S175041,Personal social serv 2
PIX S175050,Unemployment
PIX S175060,Housing
PIX S175070,Social Exclusion n.e.c.
PIX S175090,Social Protection n.e.c.
PIX S175111,Executive & Legislative Organs
PIX S175112,Financial & Fiscal Affairs
PIX S175114,EED Regional Policy 1
PIX S175131,General Personnel Services
PIX S175132,Planning and Statistical Services
PIX S175133,Other General Services
PIX S175134,EED Regional Policy 2
PIX S175160,General Public Service n.e.c.
PIX S175320,Fire Protection Services
PIX S175360,Public Order & Safety n.e.c.
PIX S175411,"Gen Econom, Commercial Affairs"
PIX S175412,General Labour Affairs
PIX S175413,EED Regional Policy 4
PIX S175421,Agriculture
PIX S175422,Forestry
PIX S175423,Fishing & Hunting
PIX S175424,CAP 1
PIX S175425,Cap Forestry
PIX S175431,Coal & Other Solid Mineral Fuels
PIX S175432,Petroleum and Natural Gas
PIX S175435,Electricity
PIX S175437,CAP 2
PIX S175444,EED Regional Policy 6
PIX S175451,Road Transport
PIX S175452,Water Transport
PIX S175453,Railway Transport
PIX S175454,Air Transport
PIX S175455,Pipeline and Other Transport
PIX S175456,EED Regional Policy 7
PIX S175457,Local Roads
PIX S175458,Local Public Transport
PIX S175460,Communication
PIX S175481,R&D Gen Econ Comm & Labour
PIX S175482,"R&D Agric, Forestry, Fishing & Hunting"
PIX S175490,Economic Affairs n.e.c.
PIX S175491,EED Regional Policy 8
PIX S175510,Waste Management
PIX S175520,Waste Water Management
PIX S175530,Pollution Abatement
PIX S175531,EED Regional Policy 9
PIX S175540,Protection of Biodiversity & Landscape
PIX S175541,EED Regional Policy 10
PIX S175560,Environmental Protection n.e.c.
PIX S175610,Housing Development
PIX S175620,Community Development
PIX S175621,EED Regional Policy 12
PIX S175623,EED Regional Policy - Comm. Dev Laganside
PIX S175630,Water Supply
PIX S175631,EED Regional Policy 13
PIX S175640,Street Lighting
PIX S175711,Pharmaceutical Products
PIX S175713,Therapeutic Appliances & Equipment
PIX S175721,General Medical Services
PIX S175722,Specialised Medical Services
PIX S175723,Dental Services
PIX S175724,Paramedical Services
PIX S175731,General Hospital Services
PIX S175732,Specialised Hospital Services
PIX S175735,Personal social serv 3
PIX S175740,Public Health Services
PIX S175750,R&D Health
PIX S175760,Health n.e.c.
PIX S175810,Recreational & Sporting Services
PIX S175820,Cultural Services
PIX S175860,"Recreation, Culture, Religion n.e.c."
PIX S175911,Pre Primary Education
PIX S175912,Primary Education
PIX S175920,Lower Secondary Education
PIX S175921,Upper Secondary Education
PIX S175930,Post Primary & Non-Tertiary Education
PIX S175931,Education StudentSup 1
PIX S175932,Ed Stud Sup - Post Prim & Non-Tertiary Education
PIX S175941,Tertiary Education First Stage
PIX S175942,Tertiary Education Second Stage
PIX S175943,Education StudentSup 2
PIX S175950,Education not definable by level
PIX S175960,Subsidiary Services to Education
PIX S175980,Education n.e.c.
PIX S176301,DVTA (Trading Fund)
PIX S176302,N I Housing Executive
PIX S176303,NI Transport Holding Co
PIX S176304,HSS Trusts
PIX S176305,Water GoCo
PIX S176306,NI Public Trust Ports
PIX S177100,Regional Rate
PIX S177200,Reinvestment & Reform Initiative
PIX S177999,Unallocated
PLR S130401,"Records, registrations and surveys - Land Registry"
PSX S150132,Other general Local exp
PSX S150160,Other expenditure (cash limited)
PSX S150161,Protection of biodiversity and landscape
PSX S150162,Waste Management
PSX S150165,R&D Environment Protection
PSX S150201,Regional selective assistance
PSX S150202,Regional development grants
PSX S150207,Communication
PSX S150209,ELL Central and miscellaneous services
PSX S150215,"Euro social fund payments for training & employment projects, Sco..."
PSX S150216,Innovation and technical support
PSX S150218,Non Fossil Fuel Obligation - (S)
PSX S150220,Economic Affairs Research and Development
PSX S150221,Electricity
PSX S150222,Modernising Government Fund
PSX S150301,Promotion of Tourism (Cash Limited)
PSX S150302,Promotion of Tourism (non cash limited)
PSX S150402,Local roads (cash limited)
PSX S150403,Local roads(non cash limited)
PSX S150405,Local transport (non cash limited)
PSX S150406,Ports (Local Authority Expenditure)
PSX S150407,Shipping and civil aviation services
PSX S150501,Central government subsidies to local authority housing
PSX S150504,Local authority gross capital expenditure
PSX S150509,Equality and Voluntary Issues
PSX S150512,Communities Scotland - Housing
PSX S150513,Communities Scotland - Community Development
PSX S150601,Local environmental services (cash limited)
PSX S150602,Local environmental services (non cash limited)
PSX S150604,Urban Programme (cash limited)
PSX S150606,Other expenditure (non cash limited)
PSX S150610,Historic Scotland Executive Agency
PSX S150611,Arts and Heritage:Royal Commission
PSX S150702,Administration of Justice (non cash limited)
PSX S150704,Police (cash limited)
PSX S150705,Police (non cash limited)
PSX S150706,Fire (cash limited)
PSX S150707,Fire (non cash limited)
PSX S150709,Civil defence (Cash limited)
PSX S150713,Scottish Office Pensions Agency
PSX S150719,Social Work Services
PSX S150721,Scottish Courts Service: Operational
PSX S150723,Scottish Courts Administration: Operational
PSX S150725,Social Services
PSX S150729,Cemetaries and crematoria
PSX S150801,Primary schools (cash limited)
PSX S150802,Primary schools (non cash limited)
PSX S150804,Secondary schools (non cash limited)
PSX S150806,Non-advanced further education (non cash limited)
PSX S150808,Other education (non cash limited)
PSX S150809,Higher and advanced further education (non cash limited)
PSX S150815,Gaelic broadcasting
PSX S150819,Scottish Sports Council
PSX S150824,Student Loans
PSX S150825,Education not definable by level
PSX S150826,Pre school
PSX S150901,Museums and galleries (cash limited)
PSX S150902,Museums and galleries (non cash limited)
PSX S150903,Other arts and heritage
PSX S150904,Libraries (cash limited)
PSX S150905,Libraries (non cash limited)
PSX S150906,Scottish Executive: Departmental Unallocated Provision
PSX S150907,Broadcast & Publishing Services
PSX S150910,Sport and recreation
PSX S151007,Social Work Services (non cash limited)
PSX S151102,Audit Scotland
PSX S151407,Scottish Homes
PSX S151413,Highlands and Islands Enterprise
PSX S151414,Scottish enterprise
PSX S151601,ERDF (Central Government Capital)
PSX S152000,SECRETARY OF STATE FOR SCOTLAND - ADMIN
PSX S152056,Environment Protection n.e.c. 7
PSX S152057,Environment Protection n.e.c. 8
PSX S152058,Environment Protection n.e.c. 9
PSX S152060,Environment Protection n.e.c. 11
PSX S152061,Environment Protection n.e.c. 12
PSX S152063,Environment Protection n.e.c. 14
PSX S152102,Pollution Abatement 3
PSX S152103,Pollution Abatement 4
PSX S152105,Pollution Abatement 6
PSX S152106,Pollution Abatement 7
PSX S152107,Alias tbd1
PSX S152150,Protection of biodiversity and landscape 1
PSX S152152,Protection of biodiversity and landscape 3
PSX S152158,Protection of biodiversity and landscape 9
PSX S152159,Protection of biodiversity and landscape 10
PSX S152163,Protection of biodiversity and landscape 14
PSX S152307,Water Supply 8
PSX S152309,Water Supply 10
PSX S152310,Water Supply 11
PSX S152311,Water Supply 12
PSX S152313,Water Supply 14
PSX S152316,Water Supply 17
PSX S152400,AFF (RAD) Market support under Cap 1
PSX S152401,AFF (RAD) Market support under Cap 2
PSX S152402,AFF (RAD) Market support under Cap 3
PSX S152403,AFF (RAD) Market support under Cap 4
PSX S152404,AFF (RAD) Market support under Cap 5
PSX S152405,AFF (RAD) Market support under Cap 6
PSX S152406,AFF (RAD) Market support under Cap 7
PSX S152407,AFF (RAD) Market support under Cap 8
PSX S152408,AFF (RAD) Market support under Cap 9
PSX S152409,AFF (RAD) Market support under Cap 10
PSX S152410,AFF (RAD) Market support under Cap 11
PSX S152411,AFF (RAD) Market support under Cap 12
PSX S152412,AFF (RAD) Market support under Cap 13
PSX S152413,AFF (RAD) Market support under Cap 14
PSX S152414,AFF (RAD) Market support under Cap 15
PSX S152415,AFF (RAD) Market support under Cap 16
PSX S152416,AFF (RAD) Market support under Cap 17
PSX S152417,AFF (RAD) Market support under Cap 18
PSX S152418,AFF (RAD) Market support under Cap 19
PSX S152419,AFF (RAD) Market support under Cap 20
PSX S152420,AFF (RAD) Market support under Cap 21
PSX S152421,AFF (RAD) Market support under Cap 22
PSX S152422,AFF (RAD) Market support under Cap 23
PSX S152423,AFF (RAD) Market support under Cap 24
PSX S152425,AFF (RAD) Market support under Cap 26
PSX S152426,AFF (RAD) Market support under Cap 27
PSX S152427,AFF (RAD) Market support under Cap 28
PSX S152428,AFF (RAD) Market support under Cap 29
PSX S152430,AFF (RAD) Market support under Cap 31
PSX S152506,AFF Agricultural Services 7
PSX S152507,AFF Agricultural Services 8
PSX S152508,AFF Agricultural Services 9
PSX S152509,AFF Agricultural Services 10
PSX S152510,AFF Agricultural Services 11
PSX S152511,AFF Agricultural Services 12
PSX S152512,AFF Agricultural Services 13
PSX S152513,AFF Agricultural Services 14
PSX S152514,AFF Agricultural Services 15
PSX S152515,AFF Agricultural Services 16
PSX S152516,AFF Agricultural Services 17
PSX S152517,AFF Agricultural Services 18
PSX S152518,AFF Agricultural Services 19
PSX S152519,AFF Agricultural Services 20
PSX S152520,AFF Agricultural Services 21
PSX S152521,AFF Agricultural Services 22
PSX S152522,AFF Agricultural Services 23
PSX S152523,AFF Agricultural Services 24
PSX S152524,AFF Agricultural Services 25
PSX S152525,AFF Agricultural Services 26
PSX S152526,AFF Agricultural Services 27
PSX S152528,AFF Agricultural Services 29
PSX S152529,AFF Agricultural Services 30
PSX S152530,AFF Agricultural Services 31
PSX S152531,AFF Agricultural Services 32
PSX S152532,AFF Agricultural Services 33
PSX S152533,AFF Agricultural Services 34
PSX S152534,AFF Agricultural Services 35
PSX S152535,AFF Agricultural Services 36
PSX S152536,AFF Agricultural Services 37
PSX S152537,AFF Agricultural Services 38
PSX S152538,AFF Agricultural Services 39
